ad_spend,social_media,daily_customers,store_type,daily_sales
1208.4006536846032,924.2407665475372,60.0,1,6007.777293025092
,1492.6510315673224,95.0,1,9419.948762772134
812.2541010950378,605.36511134321,99.0,1,4744.58839946291
642.8529639355354,463.2914009639069,81.0,1,3881.2807399796293
1750.3383435599744,1495.3919973365837,71.0,3,8325.183614109748
524.83209318696,533.5060143887564,126.0,2,4396.718014071705
1930.1228249371616,1498.438556449771,129.0,2,10048.074831963739
123.09350191065104,31.886355680182547,88.0,2,1741.3365249472079
1942.769770744514,1591.9290611065237,86.0,2,10050.15118124418
182.0038327060946,101.42522262239798,62.0,2,1326.7818852023975
1793.171916026335,1485.172078241509,91.0,2,9051.831228112478
1102.6321072639698,898.3395274792799,70.0,3,5732.451321370969
1986.6331126266707,1468.0469609015581,132.0,1,9970.870627110311
,315.9711945042112,134.0,2,3382.3259520316396
1152.3231403625095,1065.5287261376493,90.0,2,6327.23727772461
1941.674817676288,1504.3167589022796,117.0,3,9831.614263430432
1093.8859039232827,844.0925983437476,107.0,2,6245.539377022781
1295.8574124569989,1059.5551612235915,95.0,2,6761.603565961044
1421.9225090707725,1164.29455045558,110.0,1,7529.544098123465
963.6280230587691,823.5859602608418,116.0,2,5930.828331654364
1292.3603521597206,1194.7046448290844,111.0,1,7186.380805190581
,954.0019759235884,108.0,1,6579.088871419844
,1385.8963963832268,93.0,1,8877.432233621412
186.34812264876996,38.73295987785379,99.0,2,1659.2299642730757
633.8300602252376,448.5896449848366,105.0,1,4031.891166692648
1905.7818197454617,1521.9752979664656,102.0,1,9991.550045897568
1791.501189392741,1576.7655805956158,49.0,3,8770.000535722551
965.7478302928546,731.18936031139,98.0,1,5412.735203198681
,1040.5045847894478,113.0,2,7309.562077943225
627.0242476641521,500.30556644550154,,2,3731.6832329532654
,461.01562465596396,103.0,1,3765.8533128929275
981.0269693859661,986.9761695786627,95.0,3,5884.262891616103
771.3692332495003,574.6258847659747,100.0,1,4889.328891346968
1208.9466125166568,928.0021346118677,77.0,2,6173.365102955826
,281.6895183523027,129.0,2,3313.1344932382835
1951.3501345657164,1615.6314268226781,84.0,2,9996.301779531961
1973.8004145112454,1726.7769176678792,98.0,2,10353.995521825324
