TV_Budget,Radio_Budget,SocialMedia_Budget,Is_Holiday,Sales,Region_EU,Region_LatAm
72.03,79.17,77.2,0,614.36,0,0
89.23,71.0,119.87336369400884,1,693.74,1,0
215.39,59.12,36.94,0,1037.17,1,0
93.33,149.0,127.16,0,1047.13,1,0
282.87,61.06,129.72,0,1257.01,1,0
150.2206197600939,18.31,97.72,1,725.49,0,0
155.54,125.2,119.87336369400884,0,961.91,0,0
149.3,138.15,238.63,0,1189.56,0,0
86.42,74.61,26.49,0,611.35,0,1
187.37,64.8,63.08,0,929.38,0,0
131.64,42.02,126.71,0,667.55,1,0
279.96,54.44,52.65,1,1241.3,0,0
209.76,24.61,34.5,1,881.32,0,0
161.93,41.73,44.32,0,760.85,0,0
219.71,70.71,36.68,0,1057.8,0,1
79.96,84.88,86.68,0,646.39,0,1
61.25,109.52,115.83,0,788.4,1,0
269.02,11.73,32.27,0,1037.94,0,1
99.88,29.18,145.59,0,490.2,0,0
201.08,63.01,94.2,0,972.29,0,1
154.92,65.11,183.18,1,816.86,1,0
298.4938,15.68,29.27,0,564.93,0,0
136.16,61.9,180.43,0,723.47,0,1
150.2206197600939,99.28,72.54,0,824.43,0,1
162.09,24.65,246.55,0,690.96,0,0
114.71,37.06,124.78,0,588.35,1,0
284.17,64.87,46.02,0,1259.66,0,1
78.53,36.88,119.87336369400884,0,521.02,0,0
191.61,76.66,59.92,0,960.34,0,0
53.82,57.05,92.2,0,421.98,0,0
177.0,31.44,100.58,0,567.66,0,0
82.45,80.55,217.23,1,808.96,0,1
180.77,36.61,223.13,1,756.49,0,1
128.56,94.05,93.1,0,822.91,0,1
53.86,94.32,213.64,0,829.01,0,0
150.2206197600939,75.19,24.71,0,756.97,0,0
124.43,73.75,30.48,0,748.86,1,0
111.63,147.74,190.52,0,1136.0,0,0
112.32,104.41,102.76,1,840.2,0,1
271.22,38.31,119.87336369400884,1,1163.71,1,0
103.05,60.15,54.15,0,610.86,0,0
173.74,71.29,231.28,1,928.56,1,0
154.34,27.85,244.54,0,694.64,0,1
152.34,46.04,133.92,0,757.12,0,0
60.53,54.81,224.44,0,658.65,0,0
289.62,75.66599493375894,124.36,0,1303.52,0,1
90.2,85.01,43.05,0,653.68,0,0
173.28,58.73,74.67,0,854.36,0,1
59.93,76.61,72.89,0,569.74,0,0
35.15,43.52,217.84,0,563.37,0,0
21.54,20.2,242.43,1,465.87,0,0
224.0,62.05,140.17,0,1057.35,0,0
149.86,67.78,10.46,0,810.37,0,0
260.6,77.97,87.89,1,1262.22,0,1
296.71,90.46,146.93,0,1362.19,0,0
271.28,35.17,50.11,0,1120.97,0,1
165.47,79.89,108.52,0,904.55,1,0
260.37,31.28,58.42,0,1077.37,1,0
193.57,146.54,56.89,0,1087.41,0,0
174.15,94.62,144.2,0,997.69,1,0
178.32,25.52,159.61,0,626.21,1,0
289.21,81.89,43.06,0,1344.92,0,0
191.97,139.58,150.95,0,1171.93,0,0
157.73,92.09,127.93,0,926.12,0,1
34.56,122.76,207.29,0,912.68,1,0
77.3,127.94,69.82,1,848.43,0,1
142.66,143.88,97.33,0,1031.26,0,1
94.15,102.73,69.07,0,761.48,1,0
113.64,120.71,56.91,0,834.65,0,0
146.42,149.37,247.69,0,1269.39,1,0
58.44,85.75,131.61,1,692.79,0,0
31.19,78.0,163.91,1,680.64,1,0
26.71,89.81,59.82,1,592.96,0,0
55.86,140.68,87.95,0,898.57,0,1
167.64,140.01,174.03,0,1165.9,0,1
221.0,24.23,27.22,0,900.02,0,0
96.44,25.3,207.6,0,531.31,0,0
109.49,53.93,119.87336369400884,1,661.6,0,0
77.15,63.89,132.83,1,634.48,0,1
56.21,52.16,52.69,0,421.24,0,0
132.32,58.32,119.87336369400884,0,807.7,1,0
104.44,65.24,85.6,1,623.75,0,1
60.26,95.15,161.57,1,796.51,0,0
86.52,35.04,176.85,0,527.84,0,1
269.86,44.4,105.12,1,1178.94,1,0
187.12,87.3,135.22,0,1021.25,1,0
62.61,99.34,53.78,0,614.65,0,0
89.81,42.28,119.87336369400884,1,621.65,0,1
199.28,37.2,118.67,0,864.17,0,1
201.7,91.59,60.35,0,1084.95,0,1
156.19,122.92,185.27,0,1095.53,0,0
26.28,75.66599493375894,74.62,0,293.74,0,0
171.75,54.32,210.9,1,830.02,1,0
248.51,56.36,72.58,0,1093.52,1,0
277.71,52.97,71.31,0,1211.54,0,0
229.35,73.96,91.91,0,1128.41,1,0
239.56,90.2,73.49,0,1228.93,1,0
82.64,109.0,135.53,1,855.29,0,0
47.02,76.92,119.87336369400884,0,630.53,1,0
70.57,63.26,130.73,0,491.31,0,1
179.42,128.67,64.59,0,984.36,0,0
153.43,133.71,84.24,0,999.09,0,0
24.46,132.35,107.17,1,844.44,0,0
173.66,84.62,119.87336369400884,0,951.9,1,0
262.64,79.67,66.53,1,1272.69,1,0
226.92,35.61,144.15,1,984.82,0,1
52.69,69.6,93.35,0,566.19,0,0
272.37,64.75,121.02,0,1228.12,1,0
188.26,44.04,142.11,0,703.82,0,0
110.16,57.97,119.87336369400884,0,639.03,0,0
217.15,82.51,79.3,0,1116.75,0,0
111.21,151.22609405554186,87.05,0,407.48,0,0
49.93,140.65,182.76,0,1016.18,0,0
42.12,67.01,179.99,0,647.23,0,0
78.82,84.71,119.87336369400884,0,800.35,0,1
171.03,20.87,45.85,1,749.65,0,0
183.34,45.04,136.86,1,887.68,0,0
229.46,33.7,28.87,1,1000.48,1,0
74.98,132.91,90.55,1,915.66,0,0
195.01,26.99,88.66,1,861.86,1,0
147.96,86.17,28.55,0,869.62,0,0
47.89,42.78,150.41,0,490.49,0,0
212.54,93.04,14.12,0,1131.7,0,0
83.21,96.41,218.62,0,872.59,0,0
220.48,81.64,110.0,1,1129.09,0,1
284.08,45.48,103.15,0,1220.1,1,0
54.02,127.75,107.34,0,844.3,0,1
138.57,31.82,87.43,1,519.11,0,0
217.96,12.55,70.64,0,848.58,1,0
70.19,111.61,168.6,1,874.75,0,0
239.28,50.54,26.19,0,1047.31,1,0
82.85,100.25,122.59,0,784.9,0,0
294.03,89.26,83.31,0,1396.62,0,1
124.09,17.61,51.02,0,538.1,0,1
37.07,68.99,82.48,0,513.28,0,0
158.19,20.04,30.71,0,655.21,0,0
290.87,30.07,114.2,0,1155.75,0,0
199.77,103.26,61.5,0,895.44,0,1
169.33,75.66599493375894,139.96,0,769.7,0,1
298.4938,44.5,68.66,0,1050.81,0,0
209.98,33.99,23.51,0,919.2,0,1
107.35,75.66599493375894,138.49,1,998.83,0,0
107.2,151.22609405554186,240.39,0,975.98,1,0
68.47,10.83,39.58,0,331.56,1,0
96.77,83.77,109.63,0,709.24,0,1
74.38,33.38,110.62,0,418.25,0,0
178.94,44.43,117.55,0,830.61,0,0
44.82,75.66599493375894,110.25,0,876.76,1,0
298.48,17.78,136.3,0,1157.62,0,0
157.78,38.77,69.37,0,551.94,0,1
166.82,90.46,108.31,0,960.59,0,1
252.86,17.33,21.25,0,994.76,1,0
134.54,18.39,133.09,0,593.86,0,1
47.91,72.88,127.21,0,602.53,0,0
115.67,11.41,87.7,0,504.51,0,1
101.96,99.98,84.06,0,740.03,0,1
173.71,151.22609405554186,119.87336369400884,0,952.54,0,1
94.28,114.52,108.53,0,841.96,0,0
70.98,50.84,31.5,0,500.98,0,0
150.2206197600939,74.56,140.86,0,629.78,1,0
101.75,117.44,136.01,0,921.83,1,0
89.4,61.5,133.85,0,624.99,1,0
112.16,151.22609405554186,45.15,0,615.16,0,1
110.34,85.08,151.45,0,786.44,0,0
150.71,46.59,132.68,1,793.75,0,0
76.58,53.53,58.17,0,464.01,0,1
43.09,108.76,248.4,0,925.97,0,1
225.02,67.99,16.18,0,1051.88,0,1
165.3,148.82,71.88,1,1087.06,0,0
116.45,94.12,74.5,0,751.65,1,0
286.7,24.99,123.1,0,1116.23,0,0
82.15,18.0,119.87336369400884,0,397.66,1,0
177.4,42.73,172.76,0,712.6,0,0
192.37,10.13,118.44,0,746.16,0,0
39.89,89.46,194.72,0,759.15,0,1
91.73,75.66599493375894,119.87336369400884,0,602.42,0,1
129.7,93.48,104.89,1,861.51,0,1
229.7,54.49,114.33,0,1011.4,1,0
178.73,56.44,102.2,0,694.52,0,0
120.19,141.61,206.32,1,1145.88,0,0
236.11,52.09,103.02,0,1064.26,0,0
97.06,63.35,61.64,0,609.29,0,1
214.28,51.72,13.08,0,957.09,0,0
277.09,51.39,22.33,0,1199.12,0,0
38.79,129.7,93.4,0,825.83,0,1
180.26,123.5,69.73,1,1008.1,0,0
227.88,15.01,40.63,0,901.02,0,1
70.15,59.43,144.48,0,612.78,0,0
232.87,97.26,127.28,0,1195.03,0,0
150.2206197600939,75.66599493375894,67.83,0,614.72,0,0
185.89,121.94,148.58,0,1088.55,0,1
215.8,93.39,42.09,1,1150.55,0,0
174.78,56.22,221.18,0,820.06,1,0
198.72,98.03,14.0,0,1075.14,0,0
29.14,75.66599493375894,142.05,0,861.11,1,0
272.01,35.95,119.21,0,1168.42,0,0
196.38,107.75,177.75,0,1063.51,0,1
273.85,56.6,53.78,0,1198.57,0,1
279.78,69.72,50.3,0,1257.41,1,0
93.03,116.47,99.74,0,878.03,0,1
43.01,84.19,64.45,1,590.59,0,0
83.69,78.15,117.31,0,615.15,0,0
48.17,102.05,213.74,1,861.66,0,1
93.19,103.01,60.63,0,757.64,0,0
33.32,37.89,173.07,1,476.92,0,0
272.1,35.58,59.8,0,1154.86,0,0
52.3,80.63,139.07,1,545.11,0,0
128.42,75.94,42.71,1,779.85,0,1
50.79,75.66599493375894,237.26,1,860.13,1,0
101.72,27.19,123.44,1,477.75,0,1
171.6,89.71,88.54,1,852.06,1,0
58.21,146.39,195.38,1,1082.5,0,1
35.98,132.08,119.87336369400884,1,945.53,0,0
56.19,54.81,119.87336369400884,0,544.81,0,0
208.97,99.89,62.98,1,1143.64,0,1
73.38,65.47,115.88,0,545.08,1,0
150.2206197600939,69.27,109.93,0,662.07,0,0
35.8,71.3,145.43,0,607.43,1,0
70.91,31.21,102.06,0,385.13,0,0
108.01,71.33,145.07,0,659.05,0,0
256.77,86.51,81.13,0,1257.19,1,0
276.18,75.66599493375894,106.13,0,1179.25,0,1
284.44,76.99,20.29,0,1308.01,0,0
36.51,118.68,239.64,0,943.71,0,0
247.63,36.1,119.87336369400884,0,1033.73,0,0
138.29,89.94,131.82,0,825.35,0,1
130.16,115.94,66.3,0,871.25,0,1
213.2,48.68,125.41,0,952.48,0,0
139.06,73.84,21.84,0,772.9,0,1
59.62,21.94,162.99,1,433.83,0,0
144.0,121.84,248.7223,0,1122.42,0,0
98.77,127.67,176.07,0,1014.96,0,0
127.49,95.6,119.87336369400884,0,822.98,1,0
68.33,128.97,248.7223,0,922.31,0,0
269.92,81.41,78.55,0,1261.23,0,0
150.2206197600939,108.58,158.5,1,862.31,0,0
279.6,50.44,141.89,0,1213.92,0,0
118.2,97.88,138.18,0,838.03,0,1
93.31,40.07,248.7223,1,537.5,1,0
127.31,50.05,166.64,0,652.01,0,0
97.11,89.31,214.05,0,865.5,0,0
57.1,123.38,56.24,0,762.51,0,0
36.46,130.21,108.11,1,857.89,0,1
245.78,13.62,54.84,0,954.69,0,0
184.99,87.25,129.2,1,897.07,0,0
88.94,35.36,150.87,0,512.11,0,0
169.65,58.55,149.5,1,738.17,0,0
78.05,44.75,41.88,1,513.31,1,0
90.07,57.84,61.77,0,570.24,0,0
173.98,11.45,136.08,0,686.38,0,0
126.23,30.59,133.42,0,612.94,0,0
150.2206197600939,51.92,110.86,0,513.53,0,0
81.58,118.42,119.87336369400884,0,971.73,0,1
187.59,21.12,119.87336369400884,0,530.24,0,0
112.81,144.8,164.24,0,1077.25,0,0
68.65,73.25,133.25,0,532.99,1,0
58.18,64.8,58.04,0,469.25,1,0
34.62,69.65,208.66,0,666.53,0,0
191.01,33.3,32.86,0,837.75,0,0
71.37,147.08,75.93,0,929.42,0,0
199.38,55.3,123.35,0,731.08,0,1
69.81,75.66599493375894,208.5,1,1082.59,0,0
62.22,97.01,206.02,1,864.48,1,0
264.33,10.46,102.96,0,1014.3,0,1
190.7,87.28,57.88,0,1004.21,0,1
177.53,32.21,102.97,0,765.09,0,1
168.4,87.59,137.74,0,957.52,0,0
196.71,36.6,112.26,1,660.91,1,0
128.06,111.79,89.81,0,852.04,0,0
150.2206197600939,69.39,162.52,1,704.24,0,0
30.39,41.71,199.99,0,510.27,0,0
199.83,15.99,17.71,0,818.84,0,1
242.88,36.87,41.09,1,1054.37,0,1
150.2206197600939,100.01,133.02,0,696.16,0,0
145.17,21.45,141.65,1,677.24,1,0
159.01,128.36,108.69,0,1013.22,0,1
83.39,75.1,24.5,0,610.46,0,0
150.2206197600939,49.79,135.01,0,781.76,0,0
146.79,111.09,92.0,0,896.55,0,0
79.21,86.14,160.04,0,763.82,0,0
142.93,67.31,231.97,0,847.77,1,0
53.21,75.66599493375894,18.27,1,409.02,0,1
75.42,30.53,133.3,0,448.47,0,0
136.04,59.81,117.49,0,666.13,0,0
55.86,30.09,170.61,1,487.28,0,1
154.14,95.93,127.74,1,963.85,0,0
179.02,151.22609405554186,107.05,0,707.4,0,0
129.03,142.12,57.34,0,992.19,0,0
158.55,29.09,74.25,0,697.01,0,0
264.27,31.47,29.07,1,1101.8,0,0
258.79,64.61,41.49,0,1172.56,1,0
53.23,110.81,248.7223,1,973.9,0,0
38.38,90.05,99.66,0,630.4,0,0
150.2206197600939,39.14,177.6,0,616.14,0,0
95.38,37.85,119.87336369400884,0,594.18,0,1
94.42,60.38,128.83,0,618.59,1,0
150.2206197600939,75.66599493375894,45.72,0,403.4,1,0
128.33,32.04,119.87336369400884,0,532.34,0,1
94.48,75.66599493375894,51.92,0,573.24,0,1
123.76,148.79,94.5,1,1069.47,0,0
107.43,129.03,156.72,0,1010.62,0,1
78.41,97.53,137.13,1,770.63,1,0
133.26,50.11,142.37,0,643.11,0,1
150.42,15.5,93.76,0,594.26,0,0
88.41,28.83,169.05,0,496.71,0,0
217.75,81.11,64.63,0,1106.12,0,0
150.17,66.67,119.87336369400884,0,795.0,1,0
298.4938,49.82,55.54,0,619.62,0,0
187.66,113.38,202.7,0,1096.29,0,1
47.96,30.43,211.96,1,528.54,0,0
29.57,40.39,130.89,0,438.74,0,0
155.25,77.92,80.33,0,833.82,0,0
29.13,146.26,77.91,0,862.24,0,1
180.52,11.91,108.66,0,691.44,0,1
127.9,48.49,156.08,0,637.76,0,1
235.48,84.23,109.44,0,1187.4,0,0
243.62,75.66599493375894,42.72,0,1077.24,0,1
66.06,117.37,240.32,0,981.0,0,1
172.07,135.81,56.37,0,1013.08,0,0
80.65,29.13,181.12,0,504.17,0,0
150.2206197600939,18.77,53.04,0,441.26,0,1
73.22,65.6,17.84,1,575.94,1,0
83.54,27.98,110.34,0,422.55,1,0
69.99,51.03,248.7223,0,440.88,0,1
118.36,42.69,185.76,0,645.16,1,0
140.52,137.59,166.91,0,1096.46,0,0
107.92,35.58,80.48,1,559.61,0,0
154.29,15.51,57.01,0,644.0,0,0
107.41,54.43,198.18,1,706.58,0,0
66.76,74.79,199.01,0,725.41,1,0
212.08,27.32,72.83,0,864.16,1,0
150.2206197600939,53.4,73.53,0,895.04,0,1
21.87,102.03,133.48,0,704.62,1,0
268.66,88.47,94.63,1,1335.39,1,0
31.91,53.93,119.87336369400884,0,466.73,0,1
131.16,149.59,191.91,0,1184.95,0,1
238.75,41.79,147.21,0,1056.27,0,0
99.21,60.75,127.8,1,635.41,1,0
53.02,73.55,152.95,0,639.93,0,0
168.92,59.66,159.24,1,788.37,0,0
150.2206197600939,17.18,61.94,0,412.92,0,0
193.75,96.49,111.2,0,1073.28,1,0
99.85,78.23,158.92,0,728.37,1,0
79.43,56.96,61.05,1,532.09,0,0
143.27,46.18,113.66,1,625.51,0,0
238.99,67.55,142.61,0,1097.37,1,0
77.11,60.51,51.65,1,548.68,0,0
173.23,68.48,126.34,0,917.49,0,0
272.61,43.7,116.15,1,1194.25,0,1
245.63,61.92,130.4,0,1123.93,0,0
171.89,23.43,64.79,0,709.49,1,0
142.39,64.4,101.32,0,757.96,0,1
150.2206197600939,82.46,88.42,0,775.75,0,0
156.19,44.27,248.55,0,780.36,0,0
83.32,74.6,56.4,0,578.29,0,1
53.25,22.25,22.33,1,316.68,0,1
91.94,94.1,136.44,0,792.16,0,1
100.36,45.14,30.47,0,562.51,1,0
57.62,93.58,141.23,0,570.09,1,0
64.83,41.38,133.39,0,487.78,0,0
64.58,73.57,74.43,0,570.31,0,0
197.85,60.7,109.68,0,958.18,0,0
126.16,85.07,224.7,1,925.29,1,0
272.96,11.29,100.06,0,1023.8,0,0
108.32,151.22609405554186,124.76,0,741.86,0,1
26.2,75.66599493375894,203.89,1,770.45,0,1
169.12,62.6,192.7,0,819.0,1,0
94.25,125.0,169.49,1,1005.72,0,1
236.91,63.11,87.31,0,1119.46,0,0
150.2206197600939,143.25,137.09,0,1118.97,0,0
55.2,46.24,119.87336369400884,1,632.73,0,0
152.9,138.21,77.38,1,1014.1,0,0
235.28,72.51,119.87336369400884,0,1123.9,1,0
156.89,87.76,56.11,1,914.14,0,1
294.91,63.0,83.27,0,1318.22,0,0
57.9,124.4,192.3,0,954.63,1,0
115.88,27.02,209.23,0,579.34,0,0
102.35,75.73,47.67,0,682.43,0,0
200.53,37.67,14.3,0,878.82,0,0
81.78,59.88,150.2,0,610.27,0,0
153.25,46.94,176.15,0,693.45,1,0
235.03,99.22,56.1,0,1220.91,0,0
99.71,119.3,168.05,0,953.21,0,0
189.61,77.9,85.63,0,1007.14,0,0
142.2,47.51,42.62,0,700.42,0,1
92.01,54.22,164.53,0,619.85,0,0
73.61,86.87,248.7223,0,866.42,1,0
279.32,44.42,21.67,0,1202.23,0,0
122.65,103.04,179.83,0,931.05,1,0
82.22,149.12,77.03,0,956.77,0,1
135.95,26.02,86.22,0,634.38,0,0
199.01,43.4,114.75,0,681.6,1,0
120.63,81.7,76.09,0,679.45,1,0
73.88,84.04,167.42,0,741.01,1,0
114.2,38.25,168.73,1,628.91,1,0
